description,dpl_tag
General repairs – Birmingham site – October 2026,DPL047
KPMG management consulting – Nexus project,DPL009
Enterprise Development Grant grant income – January 2026,DPL024
Print room costs – Cardiff branch – 2024,DPL054
JP Morgan account maintenance fee – Apr,DPL005
Mobile phone contract costs – August 2026,DPL064
Release of restructuring provision – April 2024,DPL018
Loan receivable write-off – EXP-60685,DPL039
Carbon credit purchase – Mar 2026,DPL011
Finance EXPENSE – lease – IFRS 16 – January 2025,DPL057
Overseas withholding tax – September 2025,DPL031
Product liability insurance – Aviva – 2023,DPL033
VAT compliance services – March 2025,DPL003
INV-64195 – Legal advisory fees – Norton Rose Fulbright,DPL038
Contract penalty charge – EXP-95259,DPL015
Staff welfare costs – Operations,DPL048
Manned guarding services – October 2024,DPL061
Outsourced IT support – September 2023,DPL049
Elmwood Associates – managed services contract – October,DPL049
WIP inventory movement charge – 2026,DPL032
Staff medical benefit – March,DPL048
Management consultancy fees – EXP-76900,DPL009
Loan written off – Asia Pacific Holdco – 2026,DPL039
Prototype development expense – Horizon – 2026,DPL056
EY management consulting – Cobalt project,DPL009
Monthly depreciation charge – plant and machinery – May 2024,DPL010
Monthly payroll – July 2025,DPL068
Office rent – Edinburgh branch – Mar 2024,DPL055
VAT blocked – business entertainment – April,DPL036
Tangible fixed asset write-down – 2025,DPL029
DB scheme deficit contribution – Jan 2023,DPL051
Share option expense – IFRS 2 charge – April 2023,DPL062
Office cleaning services – August 2026,DPL008
Franchise intangible impairment charge – 2026,DPL028
INV-13285 – Broadband and telephony – Talk Talk,DPL064
Plant and equipment maintenance – Sep,DPL047
IR35 deemed employee cost – PO-70802 – 2025,DPL073
Change in finished goods inventory – Jun 2026,DPL032
Licence fee for use of trade secret – 2024,DPL060
Onerous contract provision change – Feb,DPL018
JNL-57363 – Digital marketing services,DPL001
Net purchasing power loss on monetary items – 2024,DPL026
Sales revenue – September 2024,DPL066
Bad debt expense – overdue receivable PO-24320,DPL004
Investment property revaluation gain – Aug 2026,DPL020
Bad debt write-off – customer EXP-85331,DPL004
Training and development – IT – 2026,DPL048
Discount unwind – onerous contract provision – March 2024,DPL067
Revenue cost reclassified to capital – PO-35899,DPL042
Other finance INCOME – Jul 2025,DPL058
Hedging instrument LOSS – FX forward contract – 2025,DPL014
Internal labour capitalised – Falcon project – September,DPL050
PRA late filing penalty – 2024,DPL015
Cyber liability insurance premium – 2024,DPL033
International call charges – April,DPL064
VAT compliance services – Jan 2024,DPL003
Foreign exchange revaluation gain – Sep 2023,DPL043
Machinery depreciation – Procurement – June,DPL010
Off payroll working costs – Legal – September,DPL073
Gain on disposal of Western Trading Ltd – discontinued operations – 2024,DPL017
JNL-31705 – Third party storage – DB Schenker,DPL069
Listed equity dividend received – Mar 2023,DPL030
Haulage costs – goods delivery – Jul 2025,DPL016
Outsourced IT support – January 2025,DPL049
Brand name impairment – US Operations Inc CGU review – 2025,DPL028
Revenue cost reclassified to capital – INV-55293,DPL042
Internal labour capitalised – Mercury project – April,DPL050
IR35 deemed employment receipt – April,DPL070
Release of restructuring provision – August 2025,DPL018
Intangible asset amortisation – Facilities system – 2025,DPL002
Profit on disposal of motor vehicle – AP-37023,DPL022
Office supplies and administration costs – January 2024,DPL046
Finance EXPENSE – lease – IFRS 16 – May 2025,DPL057
Staff salaries – Mar 2024,DPL068
Group pension scheme payments – July 2025,DPL052
Mark-to-market GAIN – cross-currency swap – December,DPL013
Dividend income from Subsidiary A – February 2025,DPL030
Dividend income from Subsidiary A – December 2023,DPL030
Server hardware impairment – Microsoft Azure – 2024,DPL029
EXP-83802 – Security contractor – Redwood Partners,DPL061
Internal labour capitalised – Apollo project – Jul,DPL050
Restructuring advisory fees – Moore Kingston Smith – 2023,DPL059
H&S training costs – December 2026,DPL025
Fixed line rental – Virgin Media – 2024,DPL064
Corporate hospitality costs – Jul,DPL041
Donation to British Heart Foundation – 2025,DPL007
Technology licence fee – Portfolio IP Ltd – May,DPL060
Leasehold improvements impairment – Nottingham office – 2023,DPL029
Goodwill amortisation – legacy policy – 2025,DPL002
Retail property fair value gain/(loss) – 2025,DPL020
Goodwill write-down – Subsidiary A CGU – 2023,DPL028
Haulage costs – goods delivery – May 2023,DPL016
Present value unwinding – restructuring provision – May 2023,DPL067
Recruitment fees – Sales – 2023,DPL048
Unallocated expense – EXP-81663,DPL074
Nexus Group – Strategy consulting services – January 2026,DPL009
Intercompany loan written off – Southern Operations – 2023,DPL039
Fixed line rental – Vodafone – 2024,DPL064
Outsourced payroll processing fees – Jan 2025,DPL049
Loss on discontinued operations – LatAm Subsidiary – 2025,DPL017
IFRS 5 discontinued operations gain – European Division – 2025,DPL017
Capital grant amortisation – January 2026,DPL024
Restructuring advisory fees – Deloitte – 2025,DPL059
Investment property uplift – PO-57813 – 2025,DPL020
Business combination gain – identifiable assets exceed consideration – 2024,DPL023
REF-63208 – Cleaning contractor – Lakeside Corp,DPL008
Intra-group interest INCOME – Holdco Ltd – Apr,DPL075
Vehicle fleet depreciation – 2024,DPL010
Distribution in kind – Subsidiary A equity – 2023,DPL040
Inter-company loan interest INCOME – JV Entity – 2024,DPL075
Hyperinflationary economy restatement – European Division – 2023,DPL026
Service fee income – Atlas Holdings – Aug,DPL045
Warehouse storage charges – March 2025,DPL069
CJRS claim – Legal – May 2024,DPL071
EXP-66446 – Freight charges – TNT,DPL016
Business transformation consulting – Sep 2026,DPL009
Security patrol costs – London HQ – September,DPL061
Shareholder loan interest INCOME RECEIVED – 2023,DPL075
Party political donation – Reform UK – 2025,DPL053
Running costs – operational administration – Jan,DPL046
PR agency fees – Apr 2023,DPL001
Employee benefits expense – June 2025,DPL048
Professional body membership – Aug 2023,DPL063
IFRS 16 lease liability – interest and depreciation – Oct,DPL055
Non-cash dividend – LatAm Subsidiary shares – 2025,DPL040
Software subscription – Cisco – Dec 2024,DPL063
Impairment of investment in Asia Pacific Holdco – 2023,DPL027
Overseas withholding tax – Jan 2023,DPL031
Development costs – Falcon product – 2026,DPL056
Blocked input tax – exempt supplies – 2025,DPL036
Donation disclosed under CA 2006 – Reform UK – 2026,DPL053
VAT compliance services – June 2023,DPL003
Corporate legal services – acquisition support – Herbert Smith Freehills,DPL038
R&D project costs – Project Delta – Sep 2024,DPL056
Employee benefits expense – May 2026,DPL048
Investment carrying value reduction – 2025,DPL027
Contract drafting fees – Eversheds Sutherland – March,DPL038
Janitorial services – Dec 2025,DPL008
Finance lease RECEIVABLE interest INCOME – Nov 2024,DPL058
Stationery purchase – Elmwood Associates – 2025,DPL054
Road haulage – TNT – November,DPL016
Enterprise Development Grant grant income – Aug 2025,DPL024
Group pension scheme payments – Nov 2025,DPL052
Currency translation difference – January 2026,DPL043
Non-bank interest INCOME receivable – Apr 2025,DPL075
Environmental consultancy – Prime Solutions – 2024,DPL011
Overseas withholding tax – Feb 2026,DPL031
Amortisation – acquired order backlog – 2024,DPL002
Distribution of corporate bonds to equity holders – 2026,DPL040
Defined benefit pension scheme – service cost – March 2024,DPL051
Intangible asset disposal gain – REF-23444,DPL021
Off payroll revenue – EXP-31851 – 2025,DPL070
Hardware maintenance – HR servers,DPL037
PO-27598 – Cleaning contractor – Crestwood Ltd,DPL008
Overdraft interest charge – Barclays – March 2023,DPL035
IR35 deemed employment receipt – Mar,DPL070
FX loss on USD settlement – AP PO-11880,DPL043
Overseas withholding tax – Jan 2025,DPL031
Nationwide current account interest income – June,DPL006
DB scheme deficit contribution – February 2026,DPL051
Sporting event hospitality – July 2025,DPL041
Profit on disposal of motor vehicle – JNL-48348,DPL022
Print room costs – Reading HQ – 2026,DPL054
CGU tangible asset impairment – JV Entity – 2024,DPL029
Subsistence expenses – Sales – Jan,DPL065
Group overhead recharge – Treasury Centre Ltd – November,DPL034
Revenue cost reclassified to capital – INV-40343,DPL042
Occupational health service – May 2023,DPL025
AP-27100 – Broadband and telephony – Twilio,DPL064
Office fit-out impairment charge – Sheffield site – 2024,DPL029
Time value of money charge – warranty provision – 2026,DPL067
Fundraising event costs – Cancer Research UK – Aug,DPL007
Expense capitalised to work in progress – Jan 2026,DPL042
Elmwood Associates – managed services contract – Jul,DPL049
COVID-19 Bounce Back Loan Scheme income – 2025,DPL072
Halifax account maintenance fee – July,DPL005
Facilities management outsourcing – Northfield Services,DPL049
Residual finance INCOME credited – June 2026,DPL058
Party political donation – Conservative Party – 2024,DPL053
Non-bank finance CHARGES – European Division – 2023,DPL076
Employers liability insurance – 2023,DPL033
Unrealised LOSS on FX forward contract – Oct 2024,DPL014
Contaminated land remediation – Liverpool depot – 2026,DPL011
Financial instrument MTM GAIN – total return swap – June,DPL013
Intercompany loan written off – NewCo Ltd – 2025,DPL039
Payroll run – December 2024 – Facilities,DPL068
Fair value LOSS on inflation swap – May 2024,DPL014
Non-bank interest INCOME receivable – February 2024,DPL075
Introducer fee – Apex Services – 2025,DPL012
Client dinner – Sterling PLC – August,DPL041
Coronavirus discretionary grant – local council – 2023,DPL072
REF-14899 – Freight charges – DB Schenker,DPL016
CJRS claim – Legal – September 2023,DPL071
Hardware maintenance – Marketing servers,DPL037
Warranty provision utilisation – March 2024,DPL018
VoIP telephony costs – August 2024,DPL064
Payroll run – Sep 2024 – Finance,DPL068
Operational consultancy – Apex Services – March,DPL009
Sundry costs – catch-all – Finance – 2026,DPL074
Intra-group interest EXPENSE – NewCo Ltd – February,DPL076
Tax provision adjustment – Feb 2024,DPL031
Gain on derecognition – discontinued operations – Northern Division – 2023,DPL017
Occupational health service – Aug 2024,DPL025
Regulatory fine – Ofcom – 2024,DPL015
Corporation tax charge for year ended 2025,DPL031
Pre-production cost transferred to balance sheet – 2025,DPL042
Consulting fee income – Corinthian Ltd – REF-39528,DPL066
Listed equity dividend received – December 2023,DPL030
Restructuring provision charge – 2023,DPL059
Non-bank interest and similar INCOME – Jul 2025,DPL075
Tax provision adjustment – Jun 2025,DPL031
Dividend in kind – investment portfolio – 2023,DPL040
Interest RECEIVED on shareholder loan – November 2023,DPL075
DB scheme deficit contribution – Apr 2024,DPL051
VoIP telephony costs – April 2025,DPL064
VAT compliance services – December 2024,DPL003
Amortisation of software licence – December 2024,DPL002
Back-office administration costs – Dec 2025,DPL046
Investment property revaluation gain – Apr 2023,DPL020
