description,dpl_tag
Negative goodwill released – Northern Division acquisition – 2026,DPL023
Contract drafting fees – Linklaters – Aug,DPL038
Treasury deposit interest – January 2024,DPL006
Workplace pension – January 2026,DPL052
Interest INCOME on inter-company balance – Aug 2023,DPL075
Derivative asset fair value UPLIFT – Dec 2026,DPL013
PO-49075 – R&D materials and testing,DPL056
Spin-off distribution of European Division shares – 2024,DPL040
Interest RECEIVED on shareholder loan – September 2026,DPL075
Inter-company interest PAYABLE – Asia Pacific Holdco – 2026,DPL076
Warehouse storage charges – Jan 2024,DPL069
CJRS furlough grant received – June 2024,DPL071
Blue Ridge Corp – managed services contract – Mar,DPL049
Realised foreign exchange loss – JNL-34152,DPL043
Administration and operational costs – IT – PO-23294,DPL046
Mobile phone contract costs – Mar 2025,DPL064
Mileage claim – REF-87522 – January,DPL065
Redundancy costs – Finance – 2025,DPL059
Mark-to-market GAIN – interest rate swap – November,DPL013
Revenue cost reclassified to capital – AP-46020,DPL042
Off payroll working costs – Operations – April,DPL073
Fundraising event costs – British Heart Foundation – Apr,DPL007
Residual finance INCOME credited – February 2025,DPL058
Trade mark licence payment – IP Asset Management Ltd – 2026,DPL060
Product liability insurance – Hiscox – 2026,DPL033
Amortisation – Vertex software – Feb 2025,DPL002
Intangible asset disposal gain – AP-45478,DPL021
Residual finance INCOME credited – October 2025,DPL058
INV-39794 – Moore Kingston Smith audit services FY2023,DPL003
Wells Fargo current account interest income – Oct,DPL006
Excess fair value recognised in P&L – Western Trading Ltd – 2026,DPL023
REF-76278 – Government grant received – Export Development Grant,DPL024
JNL-75206 – Grant Thornton audit services FY2023,DPL003
Channel partner commission – May,DPL012
Other operating income – service recharge – January,DPL045
Intangible asset disposal gain – INV-39800,DPL021
Inter-company management charge – AP-20951,DPL034
Expense capitalised to work in progress – May 2026,DPL042
Subscriber list amortisation – 2026,DPL002
Online data subscription – Dun & Bradstreet – 2026,DPL063
IAS 29 hyperinflation adjustment – SGD functional currency – 2024,DPL026
Postage and courier costs – February 2024,DPL054
Prime Solutions – managed services contract – Apr,DPL049
Bad debt write-off – customer PO-89990,DPL004
Patent licence royalties – Oct,DPL060
Asset impairment charge – Facilities equipment – 2023,DPL029
VAT compliance services – Oct 2026,DPL003
Transfer pricing report – Grant Thornton,DPL003
Off payroll working costs – Sales – Nov,DPL073
Residual finance COSTS – May 2023,DPL057
Back-office administration costs – Feb 2024,DPL046
ERP system amortisation – Snowflake – April 2026,DPL002
SaaS subscription – Snowflake – May 2025,DPL037
Property fund valuation gain – Jun 2023,DPL020
Cumulative price index restatement – NewCo Ltd – 2026,DPL026
Group pension scheme payments – Nov 2023,DPL052
Agent commission – July 2024,DPL012
Unrealised GAIN on currency option – December 2024,DPL013
Promotional materials and giveaways – Q4,DPL001
Leasehold improvements depreciation charge – Aug,DPL010
Non-recoverable VAT charge – October 2025,DPL036
EXP-80785 – R&D materials and testing,DPL056
Running costs – operational administration – November,DPL046
JP Morgan current account interest income – May,DPL006
Employee benefits expense – June 2025,DPL048
Interest on Citibank term loan – 2026,DPL035
Distribution of venture capital trust to equity holders – 2026,DPL040
DC pension employer contribution – IT – Jun,DPL052
Non-business VAT apportionment – 2026,DPL036
IAS 29 general price level adjustment – 2024,DPL026
Intangible asset disposal gain – REF-23444,DPL021
Campaign contribution – Labour Party – 2026,DPL053
H&S training costs – Feb 2023,DPL025
Residual finance INCOME credited – June 2026,DPL058
Machinery depreciation – Facilities – Jul,DPL010
REF-50060 – IT support contract – AWS,DPL037
Operational consultancy – Northfield Services – Feb,DPL009
Group finance function recharge – Nov 2026,DPL034
Bank interest debit – revolving credit facility – Dec,DPL035
Dividend income from Subsidiary A – December 2023,DPL030
Treasury deposit interest – Mar 2024,DPL006
Contractor income – off payroll engagement – 2026,DPL070
Bank service charges – Apr 2023,DPL005
Monetary position loss – hyperinflationary economy – 2025,DPL026
Excess fair value recognised in P&L – Subsidiary A – 2026,DPL023
IR35 deemed employment receipt – May,DPL070
Music royalty costs – August 2025,DPL060
Debt impairment loss – Crestwood Ltd,DPL004
Restructuring advisory fees – BDO – 2025,DPL059
Software licence renewal – IT – 2026,DPL037
Facilities management outsourcing – Apex Services,DPL049
Gain on derecognition – discontinued operations – Southern Operations – 2024,DPL017
Building security services – March 2024,DPL061
Building security services – Apr 2023,DPL061
Off payroll contractor cost – AP-58193,DPL073
General repairs – Nottingham office – June 2024,DPL047
Office closure costs – Edinburgh branch – 2026,DPL059
Internal resources capitalised – Nexus – Jul 2024,DPL050
Badwill credit – JV Entity acquisition – 2025,DPL023
Loss on exit of Subsidiary A business – post-tax – 2024,DPL017
Impairment reversal – subsidiary investment recovery – 2024,DPL027
Interest on Wells Fargo term loan – 2025,DPL035
Timber plantation biological asset gain – 2026,DPL019
Residual finance INCOME credited – December 2025,DPL058
Introducer fee – Redwood Partners – 2025,DPL012
Office closure costs – Sheffield site – 2025,DPL059
Gain on derecognition – discontinued operations – NewCo Ltd – 2024,DPL017
Realised foreign exchange loss – JNL-23481,DPL043
Subsistence expenses – Sales – Jan,DPL065
Positive mark-to-market movement – FX forward contract – 2023,DPL013
Overdraft interest charge – Standard Chartered – August 2024,DPL035
INV-45052 – Digital marketing services,DPL001
Interest on term deposit – Halifax – Jan,DPL006
Printing and stationery – Procurement – January 2024,DPL054
Hedging instrument LOSS – FX forward contract – 2024,DPL014
"Debt interest expense – USD 25,074 facility – 2025",DPL035
Overseas travel – Feb 2025,DPL065
Revenue cost reclassified to capital – PO-80352,DPL042
Patent amortisation charge for period ending 2025,DPL002
Political party donation – Conservative Party – 2025,DPL053
Currency translation difference – August 2026,DPL043
Goodwill write-down – NewCo Ltd CGU – 2025,DPL028
Political party subscription – Reform UK – 2023,DPL053
Workplace pension – March 2026,DPL052
Corporate legal services – acquisition support – Norton Rose Fulbright,DPL038
Rail travel – Facilities staff – Aug,DPL065
Residual finance INCOME credited – Nov 2026,DPL058
Off payroll revenue – INV-99543 – 2024,DPL070
Warehouse storage charges – Jul 2023,DPL069
Administration and operational costs – Legal – AP-11636,DPL046
Intangible asset disposal gain – AP-14595,DPL021
IP royalty – REF-62476 – 2025,DPL060
Training and development – Sales – 2026,DPL048
Service fee income – Acme Corp – December,DPL045
Tax provision adjustment – March 2026,DPL031
Security patrol costs – Leeds depot – March,DPL061
Listed equity dividend received – December 2023,DPL030
REF-81585 – Government grant received – Business Investment Grant,DPL024
Campaign contribution – SNP – 2024,DPL053
Employee benefits expense – November 2024,DPL048
Nationwide current account interest income – June,DPL006
JNL-64939 – Security contractor – Apex Services,DPL061
Group finance function recharge – Jan 2023,DPL034
Discount unwind – warranty provision – June 2026,DPL067
Internal resources capitalised – Project Alpha – April 2025,DPL050
Brand promotion campaign – Sterling Group,DPL001
Investment property impairment reversed – 2024,DPL020
Subscription revenue – Jan 2023,DPL066
Vehicle repair costs – Jun,DPL047
Machinery depreciation – IT – December,DPL010
Flight booking – business trip – Aug 2025,DPL065
Inter-company IT service recharge – September,DPL034
Administration and operational costs – Facilities – JNL-58585,DPL046
Office supplies and administration costs – Jul 2025,DPL046
Operational administration costs – January 2023,DPL046
Online data subscription – QuickBooks – 2023,DPL063
Office fit-out impairment charge – Cardiff branch – 2023,DPL029
CJRS claim – Facilities – March 2023,DPL071
Dividend income from European Division – Mar 2025,DPL030
Nexus Group – Strategy consulting services – Jul 2024,DPL009
REF-92780 – Broadband and telephony – AT&T,DPL064
Foreign exchange revaluation gain – October 2026,DPL043
Defined benefit pension scheme – service cost – October 2023,DPL051
Trade mark licence payment – Portfolio IP Ltd – 2026,DPL060
Corporate social responsibility donation – Jul 2024,DPL007
IR35 deemed employee cost – INV-35201 – 2024,DPL073
EXP-76417 – Security contractor – Lakeside Corp,DPL061
Prototype development expense – Orion – 2023,DPL056
Negative goodwill credit – business combination – 2024,DPL023
Internal labour capitalised – Mercury project – September,DPL050
Contract drafting fees – Baker McKenzie – March,DPL038
Foreign exchange revaluation gain – May 2025,DPL043
Property portfolio fair value adjustment – 2025,DPL020
RSU vesting expense – February 2023,DPL062
Other operating income – service recharge – Dec,DPL045
Work in progress movement – November 2025,DPL032
Facilities cleaning – Manchester office – March,DPL008
Product sales – R&D – October 2026,DPL066
Operational and admin overhead allocation – Operations,DPL046
Standard Chartered account maintenance fee – August,DPL005
Software subscription – Workday – Jul 2025,DPL063
RSU vesting expense – May 2023,DPL062
Occupational health service – April 2026,DPL025
Overseas travel – Aug 2025,DPL065
Loan note interest RECEIVED – October,DPL075
Bonded warehouse charges – January,DPL069
COVID-19 local authority grant – 2023,DPL072
Rail travel – HR staff – October,DPL065
Tax provision adjustment – November 2026,DPL031
Tax provision adjustment – April 2025,DPL031
Defined benefit pension scheme – service cost – October 2025,DPL051
Transaction processing fees – Metro Bank,DPL005
One-off non-operating gain – Feb 2023,DPL044
venture capital trust fair value INCREASE – Jul 2026,DPL013
Other finance INCOME – August 2023,DPL058
Customer relationship intangible impairment – 2024,DPL028
Debt impairment loss – Apex Services,DPL004
Deep clean – Leeds depot – July,DPL008
Change in finished goods inventory – February 2026,DPL032
Non-bank interest RECEIVABLE – Western Trading Ltd – 2026,DPL075
Nexus Group – managed services contract – Jul,DPL049
Office cleaning services – Dec 2024,DPL008
Currency translation difference – Feb 2025,DPL043
SAP cloud hosting – June subscription,DPL037
Political lobbying contribution – 2025,DPL053
Residual finance COSTS – Feb 2026,DPL057
Building security services – August 2023,DPL061
Goodwill amortisation – legacy policy – 2026,DPL002
RSU vesting expense – Feb 2025,DPL062
AP-15185 – Third party storage – Ceva Logistics,DPL069
Licence amortisation – Microsoft Azure platform – 2024,DPL002
Non-bank interest RECEIVABLE – Southern Operations – 2026,DPL075
Amortisation of debt issuance COSTS – 2025,DPL057
Related party loan write-down – 2024,DPL039
Amortisation – customer relationship intangible – 2024,DPL002
Satellite communications – 2026,DPL064
Interest on HSBC term loan – 2023,DPL035
Non-bank interest and similar INCOME – Sep 2026,DPL075
